name,region,year,income,population,lifeExpectancy
Bangladesh,South Asia,1957,662.0,51365468.0,39.12
Bhutan,South Asia,1957,755.2233333333334,823365.0,36.51
India,South Asia,1957,631.0,409000000.0,40.59
Maldives,South Asia,1957,755.2233333333334,83075.0,41.7
Nepal,South Asia,1957,597.94,9682338.0,37.51
Pakistan,South Asia,1957,747.0,46679944.0,48.1
Sri Lanka,South Asia,1957,1072.55,9128546.0,56.27
Algeria,Middle East & North Africa,1957,3013.98,10270856.0,45.41
Bahrain,Middle East & North Africa,1957,11635.8,138655.0,53.53
Djibouti,Middle East & North Africa,1957,2864.97,71851.0,37.08
Iraq,Middle East & North Africa,1957,5859.83,6248643.0,47.17
Israel,Middle East & North Africa,1957,5385.28,1944401.0,67.64
Jordan,Middle East & North Africa,1957,1886.08,746559.0,45.39
Kuwait,Middle East & North Africa,1957,113523.13,212846.0,57.74
Lebanon,Middle East & North Africa,1957,6089.79,1647412.0,59.21
Libya,Middle East & North Africa,1957,3448.28,1201578.0,45.04
Morocco,Middle East & North Africa,1957,1642.0,11406350.0,45.17
Oman,Middle East & North Africa,1957,2242.75,561977.0,39.78
Qatar,Middle East & North Africa,1957,11318.440666666665,38757.0,50.57
Saudi Arabia,Middle East & North Africa,1957,8157.59,4419650.0,42.54
Tunisia,Middle East & North Africa,1957,1395.23,3950849.0,46.85
United Arab Emirates,Middle East & North Africa,1957,11318.440666666665,89353.0,50.65
West Bank and Gaza,Middle East & North Africa,1957,1827.07,1070439.0,45.39
"Yemen, Rep.",Middle East & North Africa,1957,804.83,5498090.0,33.82
Argentina,America,1957,6856.86,19610538.0,64.61
Aruba,America,1957,4650.287826086957,55176.0,64.09
Barbados,America,1957,4650.287826086957,225569.0,62.18
Belize,America,1957,4650.287826086957,82461.0,59.93
Bolivia,America,1957,2127.69,3211738.0,41.76
Brazil,America,1957,2487.37,65551171.0,53.06
Canada,America,1957,12489.95,17010154.0,69.96
Chile,America,1957,4315.62,7048426.0,56.02
Colombia,America,1957,2323.81,14485993.0,54.79
Costa Rica,America,1957,2990.01,1112300.0,59.87
Cuba,America,1957,6092.17,6640752.0,62.11
Ecuador,America,1957,3780.55,4058385.0,51.1
El Salvador,America,1957,3421.52,2355805.0,48.94
French Guiana,America,1957,4650.287826086957,29853.0,55.72
Grenada,America,1957,4650.287826086957,87086.0,63.07
Guadeloupe,America,1957,4650.287826086957,248602.0,61.22
Guatemala,America,1957,2617.16,3640876.0,43.93
Guyana,America,1957,4650.287826086957,520286.0,54.59
Haiti,America,1957,1726.89,3507701.0,40.4
Honduras,America,1957,2220.49,1770390.0,44.33
Jamaica,America,1957,4756.53,1535090.0,62.29
Martinique,America,1957,4650.287826086957,260147.0,60.41
Mexico,America,1957,4131.55,35015548.0,54.9
Netherlands Antilles,America,1957,4650.287826086957,128007.0,64.11
Nicaragua,America,1957,3457.42,1358828.0,45.08
Panama,America,1957,2961.8,1063506.0,59.01
Paraguay,America,1957,2046.15,1770902.0,63.13
Peru,America,1957,4245.26,9146100.0,46.04
Puerto Rico,America,1957,3907.16,2260000.0,68.25
Suriname,America,1957,4650.287826086957,256534.0,58.47
Trinidad and Tobago,America,1957,4100.39,764900.0,61.6
United States,America,1957,17749.5,171984000.0,69.49
Uruguay,America,1957,6150.77,2424959.0,67.17
Albania,Europe & Central Asia,1957,1942.28,1476505.0,58.94
Armenia,Europe & Central Asia,1957,7030.08806451613,1672403.0,64.71
Austria,Europe & Central Asia,1957,8842.6,6965860.0,67.48
Azerbaijan,Europe & Central Asia,1957,7030.08806451613,3526313.0,59.79
Belarus,Europe & Central Asia,1957,7030.08806451613,7912626.0,67.74
Belgium,Europe & Central Asia,1957,9714.96,8989111.0,69.24
Bosnia and Herzegovina,Europe & Central Asia,1957,1353.99,3076000.0,58.06
Bulgaria,Europe & Central Asia,1957,3008.67,7651254.0,66.61
Croatia,Europe & Central Asia,1957,4338.23,3991242.0,64.5
Cyprus,Europe & Central Asia,1957,7030.08806451613,546000.0,67.98
Denmark,Europe & Central Asia,1957,10416.31,4487831.0,71.81
Estonia,Europe & Central Asia,1957,7030.08806451613,1174251.0,67.53
Finland,Europe & Central Asia,1957,7545.42,4324000.0,67.49
France,Europe & Central Asia,1957,9242.42,44310863.0,68.93
Georgia,Europe & Central Asia,1957,7030.08806451613,3936823.0,62.4
Germany,Europe & Central Asia,1957,10187.83,71019069.0,68.98
Greece,Europe & Central Asia,1957,4585.5,8096218.0,67.68
Hungary,Europe & Central Asia,1957,6040.18,9839000.0,66.41
Iceland,Europe & Central Asia,1957,9244.0,165110.0,73.47
Ireland,Europe & Central Asia,1957,5599.08,2878220.0,69.06
Italy,Europe & Central Asia,1957,6248.66,49182000.0,67.81
Kazakhstan,Europe & Central Asia,1957,7030.08806451613,8709753.0,56.97
Latvia,Europe & Central Asia,1957,7030.08806451613,2055709.0,68.72
Lithuania,Europe & Central Asia,1957,7030.08806451613,2651630.0,67.55
Luxembourg,Europe & Central Asia,1957,16545.86,308453.0,67.33
"Macedonia, FYR",Europe & Central Asia,1957,2650.77,1344846.0,58.68
Malta,Europe & Central Asia,1957,7030.08806451613,318779.0,67.99
Moldova,Europe & Central Asia,1957,7030.08806451613,2758940.0,60.3
Montenegro,Europe & Central Asia,1957,3682.26,442829.0,61.2
Netherlands,Europe & Central Asia,1957,9690.89,11026383.0,72.99
Norway,Europe & Central Asia,1957,10636.0,3491938.0,73.44
Poland,Europe & Central Asia,1957,4734.25,28235346.0,65.45
Portugal,Europe & Central Asia,1957,3774.57,8817650.0,61.51
Romania,Europe & Central Asia,1957,3943.37,17829327.0,63.9
Serbia,Europe & Central Asia,1957,4981.09,7271135.0,61.37
Slovak Republic,Europe & Central Asia,1957,6093.26,3844277.0,67.45
Slovenia,Europe & Central Asia,1957,5862.28,1533070.0,67.71
Spain,Europe & Central Asia,1957,4564.8,29841614.0,66.66
Sweden,Europe & Central Asia,1957,10640.0,7363802.0,72.49
Switzerland,Europe & Central Asia,1957,17909.49,5126000.0,70.56
Tajikistan,Europe & Central Asia,1957,7030.08806451613,1898639.0,55.0
Turkey,Europe & Central Asia,1957,2630.53,25670939.0,47.71
Turkmenistan,Europe & Central Asia,1957,7030.08806451613,1425659.0,53.22
Ukraine,Europe & Central Asia,1957,7030.08806451613,40655779.0,69.06
United Kingdom,Europe & Central Asia,1957,11283.18,51430000.0,70.6
Uzbekistan,Europe & Central Asia,1957,7030.08806451613,7694366.0,57.68
Australia,East Asia & Pacific,1957,10949.65,9712569.0,70.33
Brunei,East Asia & Pacific,1957,2718.382941176471,69342.0,61.34
Cambodia,East Asia & Pacific,1957,434.04,5322536.0,41.17
China,East Asia & Pacific,1957,560.0,637408000.0,50.55
Fiji,East Asia & Pacific,1957,2718.382941176471,354495.0,54.35
French Polynesia,East Asia & Pacific,1957,2718.382941176471,76600.0,54.35
"Hong Kong, China",East Asia & Pacific,1957,3629.08,2736300.0,64.43
Indonesia,East Asia & Pacific,1957,858.9,90124000.0,39.64
Japan,East Asia & Pacific,1957,4317.69,91563009.0,65.5
"Korea, Dem. Rep.",East Asia & Pacific,1957,1158.0,9411381.0,53.72
"Korea, Rep.",East Asia & Pacific,1957,1097.0,22611552.0,52.22
"Macao, China",East Asia & Pacific,1957,2718.382941176471,189390.0,56.64
Malaysia,East Asia & Pacific,1957,1810.07,7739235.0,51.74
"Micronesia, Fed. Sts.",East Asia & Pacific,1957,2718.382941176471,38094.0,56.38
Mongolia,East Asia & Pacific,1957,912.66,882134.0,44.95
Myanmar,East Asia & Pacific,1957,576.11,21731844.0,41.49
New Caledonia,East Asia & Pacific,1957,2718.382941176471,69963.0,52.58
New Zealand,East Asia & Pacific,1957,12247.4,2229407.0,70.26
Papua New Guinea,East Asia & Pacific,1957,2718.382941176471,1627752.0,36.94
Philippines,East Asia & Pacific,1957,1547.94,26072194.0,51.07
Samoa,East Asia & Pacific,1957,2718.382941176471,99661.0,48.24
Singapore,East Asia & Pacific,1957,2843.1,1445929.0,62.92
Solomon Islands,East Asia & Pacific,1957,2718.382941176471,118537.0,47.66
Taiwan,East Asia & Pacific,1957,1801.0,10164215.0,62.4
Thailand,East Asia & Pacific,1957,793.58,25041917.0,53.21
Timor-Leste,East Asia & Pacific,1957,2718.382941176471,486861.0,32.24
Tonga,East Asia & Pacific,1957,2718.382941176471,58168.0,60.32
Vietnam,East Asia & Pacific,1957,676.29,28998543.0,42.64
Vanuatu,East Asia & Pacific,1957,2718.382941176471,61501.0,44.7
Angola,Sub-Saharan Africa,1958,3966.42,4635885.0,32.2
Benin,Sub-Saharan Africa,1958,974.04,1966816.0,39.8
Botswana,Sub-Saharan Africa,1958,929.05,481731.0,49.85
Burkina Faso,Sub-Saharan Africa,1958,633.89,4763672.0,36.24
Burundi,Sub-Saharan Africa,1958,383.38,2714458.0,40.68
Cameroon,Sub-Saharan Africa,1958,1342.09,5439350.0,40.66
Cape Verde,Sub-Saharan Africa,1958,578.66,185020.0,51.16
Chad,Sub-Saharan Africa,1958,1335.84,2942133.0,40.06
Comoros,Sub-Saharan Africa,1958,1218.42,174766.0,42.66
"Congo, Dem. Rep.",Sub-Saharan Africa,1958,861.47,15909008.0,40.76
"Congo, Rep.",Sub-Saharan Africa,1958,2352.14,960128.0,46.89
Cote d'Ivoire,Sub-Saharan Africa,1958,1522.78,3373788.0,39.7
Equatorial Guinea,Sub-Saharan Africa,1958,433.52,236514.0,36.13
Eritrea,Sub-Saharan Africa,1958,348.98,1565847.0,38.26
Ethiopia,Sub-Saharan Africa,1958,384.21,23251610.0,37.07
Gabon,Sub-Saharan Africa,1958,5121.54,438310.0,39.01
Ghana,Sub-Saharan Africa,1958,998.03,6572719.0,45.28
Guinea,Sub-Saharan Africa,1958,583.77,2924954.0,35.96
Guinea-Bissau,Sub-Saharan Africa,1958,540.85,606044.0,33.97
Kenya,Sub-Saharan Africa,1958,926.84,7678739.0,45.04
Lesotho,Sub-Saharan Africa,1958,342.58,827697.0,45.45
Liberia,Sub-Saharan Africa,1958,622.59,1001227.0,39.33
Madagascar,Sub-Saharan Africa,1958,1618.5,5277482.0,39.05
Malawi,Sub-Saharan Africa,1958,422.15,3294697.0,37.33
Mali,Sub-Saharan Africa,1958,498.21,4327586.0,36.01
Mauritania,Sub-Saharan Africa,1958,866.47,1089905.0,43.83
Mauritius,Sub-Saharan Africa,1958,2031.19,627660.0,58.48
Mayotte,Sub-Saharan Africa,1958,1282.2873333333334,26197.0,54.95
Mozambique,Sub-Saharan Africa,1958,509.18,7176661.0,34.05
Namibia,Sub-Saharan Africa,1958,2628.16,561854.0,45.59
Niger,Sub-Saharan Africa,1958,850.43,3762630.0,37.44
Nigeria,Sub-Saharan Africa,1958,1062.67,38062768.0,37.37
Reunion,Sub-Saharan Africa,1958,2764.12,317900.0,55.32
Rwanda,Sub-Saharan Africa,1958,542.88,2888902.0,41.67
Sao Tome and Principe,Sub-Saharan Africa,1958,943.06,61683.0,49.25
Senegal,Sub-Saharan Africa,1958,1590.37,3123116.0,39.88
Sierra Leone,Sub-Saharan Africa,1958,1018.62,2328351.0,32.99
Somalia,Sub-Saharan Africa,1958,1267.28,2836952.0,35.18
South Africa,Sub-Saharan Africa,1958,5510.16,16558044.0,48.21
Sudan,Sub-Saharan Africa,1958,1793.53,10024330.0,42.51
Swaziland,Sub-Saharan Africa,1958,1248.4,334837.0,43.61
Tanzania,Sub-Saharan Africa,1958,685.88,9710558.0,43.12
Togo,Sub-Saharan Africa,1958,937.89,1388973.0,43.91
Uganda,Sub-Saharan Africa,1958,757.98,6864123.0,42.86
Zambia,Sub-Saharan Africa,1958,1245.62,3094000.0,44.31
Zimbabwe,Sub-Saharan Africa,1958,509.09,3764157.0,50.73
Afghanistan,South Asia,1958,849.74,9428556.0,30.48
Bangladesh,South Asia,1958,636.0,52399182.0,39.48
Bhutan,South Asia,1958,764.7683333333333,837649.0,36.68
India,South Asia,1958,663.0,418000000.0,41.19
Maldives,South Asia,1958,764.7683333333333,87582.0,42.32
Nepal,South Asia,1958,624.64,9788923.0,37.82
Pakistan,South Asia,1958,739.0,47868932.0,48.51
Sri Lanka,South Asia,1958,1076.23,9361755.0,56.73
Algeria,Middle East & North Africa,1958,3059.58,10484925.0,45.92
Bahrain,Middle East & North Africa,1958,11921.78,143798.0,54.14
Djibouti,Middle East & North Africa,1958,2859.64,73986.0,37.57
Iraq,Middle East & North Africa,1958,6388.15,6433104.0,48.18
Israel,Middle East & North Africa,1958,5543.32,2024772.0,68.03
Jordan,Middle East & North Africa,1958,1989.85,778683.0,45.86
Kuwait,Middle East & North Africa,1958,107961.27,234855.0,58.19
Lebanon,Middle East & North Africa,1958,5102.57,1692357.0,59.82
Libya,Middle East & North Africa,1958,3705.67,1244627.0,45.55
Morocco,Middle East & North Africa,1958,1606.28,11734866.0,45.68
Oman,Middle East & North Africa,1958,2337.97,572826.0,40.34
Qatar,Middle East & North Africa,1958,10638.444375000001,40550.0,51.28
Saudi Arabia,Middle East & North Africa,1958,8380.7,4514271.0,43.12
Tunisia,Middle East & North Africa,1958,1554.59,4007300.0,47.35
United Arab Emirates,Middle East & North Africa,1958,5100.0,93340.0,51.38
West Bank and Gaza,Middle East & North Africa,1958,1895.34,1077965.0,45.86
"Yemen, Rep.",Middle East & North Africa,1958,808.4,5619377.0,34.07
Argentina,America,1958,7157.86,19946539.0,64.86
Aruba,America,1958,4669.297391304348,55843.0,64.68
Barbados,America,1958,4669.297391304348,227979.0,63.04
Belize,America,1958,4669.297391304348,85394.0,60.43
Bolivia,America,1958,2130.5,3283613.0,42.06
Brazil,America,1958,2680.43,67533213.0,53.55
Canada,America,1958,12384.41,17462004.0,70.62
Chile,America,1958,4444.52,7219783.0,56.33
Colombia,America,1958,2292.18,14958277.0,55.5
Costa Rica,America,1958,3237.3,1154408.0,60.45
Cuba,America,1958,5982.0,6763058.0,62.7
Ecuador,America,1958,3784.77,4172445.0,51.78
El Salvador,America,1958,3392.04,2427891.0,49.75
French Guiana,America,1958,4669.297391304348,30609.0,56.3
Grenada,America,1958,4669.297391304348,88359.0,63.16
Guadeloupe,America,1958,4669.297391304348,255124.0,62.03
Guatemala,America,1958,2660.06,3749336.0,44.44
Guyana,America,1958,4669.297391304348,536776.0,55.1
Haiti,America,1958,1827.63,3576772.0,41.0
Honduras,America,1958,2217.79,1828733.0,44.97
Jamaica,America,1958,4737.22,1565755.0,63.0
Martinique,America,1958,4669.297391304348,267402.0,61.18
Mexico,America,1958,4224.17,36141955.0,55.69
Netherlands Antilles,America,1958,4669.297391304348,130708.0,64.7
Nicaragua,America,1958,3362.04,1401760.0,45.72
Panama,America,1958,2924.12,1085241.0,59.66
Paraguay,America,1958,2107.31,1816096.0,63.34
Peru,America,1958,4144.74,9396700.0,46.59
Puerto Rico,America,1958,3951.38,2299000.0,68.7
Suriname,America,1958,4669.297391304348,265294.0,58.9
Trinidad and Tobago,America,1958,4303.08,788600.0,62.25
United States,America,1958,17217.39,174882000.0,69.76
Uruguay,America,1958,6230.9,2460411.0,67.41
Albania,Europe & Central Asia,1958,2029.79,1521417.0,60.04
Armenia,Europe & Central Asia,1958,7139.978387096775,1733125.0,65.13
Austria,Europe & Central Asia,1958,9137.3,6987358.0,68.49
Azerbaijan,Europe & Central Asia,1958,7139.978387096775,3630590.0,60.19
Belarus,Europe & Central Asia,1958,7139.978387096775,7982625.0,68.11
Belgium,Europe & Central Asia,1958,9477.27,9052707.0,69.93
Bosnia and Herzegovina,Europe & Central Asia,1958,1398.03,3126000.0,58.86
Bulgaria,Europe & Central Asia,1958,3238.11,7727553.0,68.71
Croatia,Europe & Central Asia,1958,4479.35,4004029.0,65.09
Cyprus,Europe & Central Asia,1958,7139.978387096775,558000.0,68.2
Denmark,Europe & Central Asia,1958,10600.5,4515132.0,72.24
Estonia,Europe & Central Asia,1958,7139.978387096775,1185336.0,68.0
Finland,Europe & Central Asia,1958,7523.81,4359800.0,68.63
France,Europe & Central Asia,1958,9434.98,44788852.0,70.16
Georgia,Europe & Central Asia,1958,7139.978387096775,3994787.0,62.81
Germany,Europe & Central Asia,1958,10571.59,71488167.0,69.27
Greece,Europe & Central Asia,1958,4759.42,8173129.0,68.04
Hungary,Europe & Central Asia,1958,6416.73,9882000.0,67.42
Iceland,Europe & Central Asia,1958,9789.87,168771.0,73.43
Ireland,Europe & Central Asia,1958,5535.12,2851522.0,69.36
Italy,Europe & Central Asia,1958,6518.37,49476000.0,68.87
Kazakhstan,Europe & Central Asia,1958,7139.978387096775,9062534.0,57.4
Latvia,Europe & Central Asia,1958,7139.978387096775,2072119.0,69.16
Lithuania,Europe & Central Asia,1958,7139.978387096775,2672229.0,68.14
Luxembourg,Europe & Central Asia,1958,16587.41,310291.0,67.62
"Macedonia, FYR",Europe & Central Asia,1958,2737.0,1344772.0,59.39
Malta,Europe & Central Asia,1958,7139.978387096775,321940.0,68.26
Moldova,Europe & Central Asia,1958,7139.978387096775,2838489.0,60.68
Montenegro,Europe & Central Asia,1958,3802.04,448399.0,61.62
Netherlands,Europe & Central Asia,1958,9482.82,11186875.0,73.15
Norway,Europe & Central Asia,1958,10562.0,3522993.0,73.43
Poland,Europe & Central Asia,1958,4885.49,28692576.0,65.92
Portugal,Europe & Central Asia,1958,3793.66,8888550.0,63.81
Romania,Europe & Central Asia,1958,4065.81,18055948.0,64.54
Serbia,Europe & Central Asia,1958,5143.12,7331982.0,62.02
Slovak Republic,Europe & Central Asia,1958,6502.62,3899751.0,69.35
Slovenia,Europe & Central Asia,1958,6052.97,1540332.0,68.08
Spain,Europe & Central Asia,1958,4720.21,30106188.0,68.85
Sweden,Europe & Central Asia,1958,10944.0,7409144.0,73.14
Switzerland,Europe & Central Asia,1958,17284.27,5199000.0,71.3
Tajikistan,Europe & Central Asia,1958,7139.978387096775,1953527.0,55.4
Turkey,Europe & Central Asia,1958,2654.56,26505694.0,48.6
Turkmenistan,Europe & Central Asia,1958,7139.978387096775,1478072.0,53.63
Ukraine,Europe & Central Asia,1958,7139.978387096775,41359132.0,69.58
United Kingdom,Europe & Central Asia,1958,11211.11,51652000.0,70.78
Uzbekistan,Europe & Central Asia,1958,7139.978387096775,7951857.0,58.1
Australia,East Asia & Pacific,1958,11240.96,9915267.0,70.88
Brunei,East Asia & Pacific,1958,2771.9647058823525,73521.0,61.61
Cambodia,East Asia & Pacific,1958,443.98,5464922.0,41.55
China,East Asia & Pacific,1958,607.89,653235000.0,50.16
Fiji,East Asia & Pacific,1958,2771.9647058823525,366755.0,54.74
French Polynesia,East Asia & Pacific,1958,2771.9647058823525,78100.0,55.08
"Hong Kong, China",East Asia & Pacific,1958,3756.59,2854100.0,65.09
Indonesia,East Asia & Pacific,1958,792.47,91821000.0,40.13
Japan,East Asia & Pacific,1958,4528.39,92388772.0,67.12
"Korea, Dem. Rep.",East Asia & Pacific,1958,1193.0,9727435.0,54.34
"Korea, Rep.",East Asia & Pacific,1958,1130.0,23253622.0,52.9
"Macao, China",East Asia & Pacific,1958,2771.9647058823525,188751.0,57.37
Malaysia,East Asia & Pacific,1958,1758.4,7965930.0,52.47
"Micronesia, Fed. Sts.",East Asia & Pacific,1958,2771.9647058823525,39284.0,56.78
Mongolia,East Asia & Pacific,1958,939.23,904296.0,45.55
Myanmar,East Asia & Pacific,1958,551.27,22088118.0,42.29
New Caledonia,East Asia & Pacific,1958,2771.9647058823525,72745.0,53.43
New Zealand,East Asia & Pacific,1958,12437.62,2281533.0,70.89
Papua New Guinea,East Asia & Pacific,1958,2771.9647058823525,1665511.0,37.44
Philippines,East Asia & Pacific,1958,1554.15,26866654.0,51.81
Samoa,East Asia & Pacific,1958,2771.9647058823525,102902.0,48.75
Singapore,East Asia & Pacific,1958,2849.15,1518800.0,63.47
Solomon Islands,East Asia & Pacific,1958,2771.9647058823525,120775.0,48.17
Taiwan,East Asia & Pacific,1958,1859.0,10500314.0,64.2
Thailand,East Asia & Pacific,1958,796.7,25845443.0,53.62
Timor-Leste,East Asia & Pacific,1958,2771.9647058823525,494194.0,32.74
Tonga,East Asia & Pacific,1958,2771.9647058823525,59962.0,60.69
Vietnam,East Asia & Pacific,1958,684.6,29775192.0,43.13
Vanuatu,East Asia & Pacific,1958,2771.9647058823525,62993.0,45.3
Angola,Sub-Saharan Africa,1959,3917.76,4714676.0,32.6
Benin,Sub-Saharan Africa,1959,988.88,2010163.0,40.26
Botswana,Sub-Saharan Africa,1959,944.14,489080.0,50.23
Burkina Faso,Sub-Saharan Africa,1959,649.7,4814463.0,36.74
Burundi,Sub-Saharan Africa,1959,398.3,2763722.0,40.98
Cameroon,Sub-Saharan Africa,1959,1370.44,5522218.0,41.09
Cape Verde,Sub-Saharan Africa,1959,627.09,190769.0,51.57
Chad,Sub-Saharan Africa,1959,1361.48,2991261.0,40.42
Comoros,Sub-Saharan Africa,1959,1260.08,178754.0,43.05
"Congo, Dem. Rep.",Sub-Saharan Africa,1959,872.68,16253014.0,41.03
"Congo, Rep.",Sub-Saharan Africa,1959,2388.98,980700.0,47.57
Cote d'Ivoire,Sub-Saharan Africa,1959,1537.94,3463050.0,40.21
Equatorial Guinea,Sub-Saharan Africa,1959,451.56,240163.0,36.43
Eritrea,Sub-Saharan Africa,1959,351.76,1589868.0,38.69
Ethiopia,Sub-Saharan Africa,1959,387.26,23702450.0,37.74
Gabon,Sub-Saharan Africa,1959,5268.77,442007.0,39.28
Ghana,Sub-Saharan Africa,1959,1110.59,6761280.0,45.56
Guinea,Sub-Saharan Africa,1959,606.89,2975408.0,36.18
Guinea-Bissau,Sub-Saharan Africa,1959,534.3,611217.0,34.24
Kenya,Sub-Saharan Africa,1959,921.34,7912591.0,45.67
Lesotho,Sub-Saharan Africa,1959,346.22,842730.0,46.04
Liberia,Sub-Saharan Africa,1959,641.9,1027507.0,39.78
Madagascar,Sub-Saharan Africa,1959,1646.63,5377583.0,39.46
Malawi,Sub-Saharan Africa,1959,427.44,3370054.0,37.56
Mali,Sub-Saharan Africa,1959,506.63,4415019.0,36.11
Mauritania,Sub-Saharan Africa,1959,887.9,1103409.0,44.16
Mauritius,Sub-Saharan Africa,1959,2089.8,645313.0,59.13
Mayotte,Sub-Saharan Africa,1959,1315.5679999999998,26876.0,55.45
Mozambique,Sub-Saharan Africa,1959,526.05,7321327.0,34.54
Namibia,Sub-Saharan Africa,1959,2711.34,576077.0,46.25
Niger,Sub-Saharan Africa,1959,865.4,3835954.0,37.49
Nigeria,Sub-Saharan Africa,1959,1083.06,38976103.0,37.63
Reunion,Sub-Saharan Africa,1959,2840.76,327200.0,55.82
Rwanda,Sub-Saharan Africa,1959,560.7,2958761.0,41.98
Sao Tome and Principe,Sub-Saharan Africa,1959,844.46,62507.0,49.83
Senegal,Sub-Saharan Africa,1959,1611.7,3194821.0,40.09
Sierra Leone,Sub-Saharan Africa,1959,1062.02,2361885.0,33.16
Somalia,Sub-Saharan Africa,1959,1314.37,2895391.0,35.58
South Africa,Sub-Saharan Africa,1959,5630.54,16974984.0,48.64
Sudan,Sub-Saharan Africa,1959,1952.43,10302794.0,42.75
Swaziland,Sub-Saharan Africa,1959,1288.37,343201.0,43.94
Tanzania,Sub-Saharan Africa,1959,700.2,9978909.0,43.4
Togo,Sub-Saharan Africa,1959,950.54,1421772.0,44.34
Uganda,Sub-Saharan Africa,1959,774.45,7059486.0,43.41
Zambia,Sub-Saharan Africa,1959,1468.11,3173000.0,44.71
Zimbabwe,Sub-Saharan Africa,1959,519.6,3886947.0,51.12
Afghanistan,South Asia,1959,856.23,9624606.0,30.8
Bangladesh,South Asia,1959,656.0,53484608.0,39.84
Bhutan,South Asia,1959,767.0366666666667,852335.0,36.86
India,South Asia,1959,664.0,426000000.0,41.81
Maldives,South Asia,1959,767.0366666666667,89290.0,42.95
Nepal,South Asia,1959,634.84,9906107.0,38.14
Pakistan,South Asia,1959,728.0,49104112.0,48.94
Sri Lanka,South Asia,1959,1063.15,9609556.0,57.14
Algeria,Middle East & North Africa,1959,3548.42,10696396.0,46.43
Bahrain,Middle East & North Africa,1959,12169.79,149769.0,54.75
Djibouti,Middle East & North Africa,1959,2939.93,76174.0,38.05
Iraq,Middle East & North Africa,1959,6500.84,6624713.0,49.17
Israel,Middle East & North Africa,1959,6073.06,2081592.0,68.38
Jordan,Middle East & North Africa,1959,2050.05,812544.0,46.33
Kuwait,Middle East & North Africa,1959,106738.9,262006.0,58.65
Lebanon,Middle East & North Africa,1959,5404.77,1738617.0,60.4
Libya,Middle East & North Africa,1959,3901.97,1290121.0,46.06
Morocco,Middle East & North Africa,1959,1570.98,12074375.0,46.18
Oman,Middle East & North Africa,1959,2429.59,586055.0,40.91
Qatar,Middle East & North Africa,1959,11107.705999999998,42667.0,52.03
Saudi Arabia,Middle East & North Africa,1959,9044.26,4613822.0,43.71
Tunisia,Middle East & North Africa,1959,1465.08,4074970.0,47.85
United Arab Emirates,Middle East & North Africa,1959,11107.705999999998,97870.0,52.14
West Bank and Gaza,Middle East & North Africa,1959,1965.96,1100998.0,46.34
"Yemen, Rep.",Middle East & North Africa,1959,811.99,5743926.0,34.31
Argentina,America,1959,6575.45,20281150.0,65.07
Aruba,America,1959,4647.32347826087,56518.0,65.21
Barbados,America,1959,4647.32347826087,231394.0,63.81
Belize,America,1959,4647.32347826087,88641.0,60.93
Bolivia,America,1959,2076.82,3357701.0,42.36
Brazil,America,1959,2861.75,69580328.0,54.03
Canada,America,1959,12590.8,17872034.0,70.66
Chile,America,1959,4090.77,7399842.0,56.67
Colombia,America,1959,2381.6,15446730.0,56.14
Costa Rica,America,1959,3228.87,1200148.0,61.03
Cuba,America,1959,5232.62,6900886.0,63.29
Ecuador,America,1959,3877.18,4291418.0,52.46
El Salvador,America,1959,3437.78,2503149.0,50.54
French Guiana,America,1959,4647.32347826087,31400.0,56.91
Grenada,America,1959,4647.32347826087,89239.0,63.26
Guadeloupe,America,1959,4647.32347826087,261974.0,62.76
Guatemala,America,1959,2710.41,3861360.0,44.98
Guyana,America,1959,4647.32347826087,554471.0,55.61
Haiti,America,1959,1707.09,3648298.0,41.59
Honduras,America,1959,2201.34,1888715.0,45.63
Jamaica,America,1959,4897.48,1599115.0,63.66
Martinique,America,1959,4647.32347826087,274591.0,61.91
Mexico,America,1959,4220.45,37328466.0,56.41
Netherlands Antilles,America,1959,4647.32347826087,133466.0,65.22
Nicaragua,America,1959,3307.13,1446333.0,46.35
Panama,America,1959,3029.42,1115146.0,60.26
Paraguay,America,1959,2049.46,1862301.0,63.56
Peru,America,1959,4053.34,9657800.0,47.14
Puerto Rico,America,1959,4263.73,2322000.0,69.05
Suriname,America,1959,4647.32347826087,274847.0,59.3
Trinidad and Tobago,America,1959,4405.84,817050.0,62.9
United States,America,1959,18084.11,177830000.0,69.98
Uruguay,America,1959,5605.0,2495022.0,67.66
Albania,Europe & Central Asia,1959,2113.35,1571329.0,61.16
Armenia,Europe & Central Asia,1959,7436.085806451613,1796363.0,65.56
Austria,Europe & Central Asia,1959,9360.85,7014331.0,68.42
Azerbaijan,Europe & Central Asia,1959,7436.085806451613,3740596.0,60.6
Belarus,Europe & Central Asia,1959,7436.085806451613,8075290.0,69.06
Belgium,Europe & Central Asia,1959,9675.47,9103729.0,70.33
Bosnia and Herzegovina,Europe & Central Asia,1959,1555.19,3185000.0,59.62
Bulgaria,Europe & Central Asia,1959,3464.57,7797777.0,66.57
Croatia,Europe & Central Asia,1959,4982.88,4020631.0,65.63
Cyprus,Europe & Central Asia,1959,7436.085806451613,567000.0,68.42
Denmark,Europe & Central Asia,1959,11325.13,4546636.0,72.22
Estonia,Europe & Central Asia,1959,7436.085806451613,1197418.0,68.64
Finland,Europe & Central Asia,1959,7907.52,4394700.0,68.81
France,Europe & Central Asia,1959,9619.51,45239729.0,70.19
